address,count,first,last,perc,cumulative,cumulative_perc,label
0xa560c68c8252c7ba1ca82b9c5c0d15cba39c039b,32,59344,136536,0,14548071,99.85,
0x7ed2359220bc2a40b70c40350ecab732b39c0ef4,32,93682,113554,0,14548103,99.85,
0x733d122d20a1fec1eec638f35be0d087b1ffdb5e,32,139520,964640,0,14548135,99.85,
0x20f8eeffe3d1f9c64dbbd1b054f2db9c01196cb7,32,153423,506400,0,14548167,99.85,
0xafcce45ea18982fe97ad632f35841c2097ba28c8,32,194570,298105,0,14548199,99.85,
0x888ce653783b77758246b55a67d4a6c13e0339e1,32,299888,525898,0,14548231,99.85,
0xfc777f66920ccc8f6176d7a1ff5d118e6cb7d2f2,32,1347050,1677547,0,14548263,99.85,
0x186a58be908769c9587b0cb5480c8c9659aab0f2,32,1966233,2639965,0,14548295,99.85,
0x32895e8bc26f2c8b3d5183c054880069069519f3,32,3484687,3560407,0,14548327,99.85,
0x00d29bfdf5f8d2d0466da4b948f37692ca50867a,32,4495717,4912035,0,14548359,99.85,
0x44bb12fb6ef91a54ee2d4199743be4876f870c5a,32,11382599,11421113,0,14548391,99.85,
0xd8b851a78b7aea4865b4ce5fb422eb70a6e5c8dc,32,13431787,14285503,0,14548423,99.85,
0xf8fffdcb6b8b88372b6ae42257f66d93e5189ac9,31,272,155253,0,14548454,99.85,
0x51d8a6bc2cf46e25bb447b2912c0ea9d1fc81386,31,9076,87909,0,14548485,99.85,
0xbaccf28102882bd6bc47790787d8cdf1ca5eb9ab,31,28162,105185,0,14548516,99.85,
0x0bb970421f183bfbecc628cd6d7c5df6db70facf,31,39412,114904,0,14548547,99.85,
0xbe94056f0bb0ef6562983bb9b11ad81774143228,31,59454,269108,0,14548578,99.85,
0xb8efac747ce9bc6cc485105c54bdebf9aaa1e00d,31,109523,308920,0,14548609,99.85,
0x926c9e6e0730d14893ed738f0ec7059831598332,31,3914454,4624133,0,14548640,99.85,
0x1ea4871493dd474427f8cf8b5d2ab5f817dd8434,31,4496105,5030045,0,14548671,99.85,
0x8048aaafcc105aac38d9baf5922db902b38b9616,31,5374496,5408490,0,14548702,99.85,
0xcedf8ebb5ee36636816b0cc979a22efde57015d6,30,557,285389,0,14548732,99.85,
0xdcaa6b5a9771756c30bf9e4629591344e36dbd54,30,1130,128476,0,14548762,99.85,
0xe2c324df4bfa311cf2055dd11476a1ec8ad9b725,30,6969,956929,0,14548792,99.85,
0xf6f0e8de7a79ed0f55aebfe96aa924d0bf5512ab,30,8224,138720,0,14548822,99.85,
0xa89692a6206e27d6db1c940cf88cabcaac95ce4e,30,15238,112247,0,14548852,99.85,
0x977993516f03a189112ff71f5c92ee33e753834f,30,28113,140803,0,14548882,99.86,
0x3738b70e6241841ffb3e1f733d77c15ebc227278,30,46715,149338,0,14548912,99.86,
0x49b89158a25d2bf1e2c4b08f28b35935c1c27a0f,30,55396,170924,0,14548942,99.86,
0xe84cb28ace3ceb9bd20690967c67eed15eacb502,30,88953,316662,0,14548972,99.86,
0xe4407197a9fcb6cd6684f3bcb3c320b8cdb2866c,30,201780,600051,0,14549002,99.86,
0xe9fead0860fb5e1b1aac595fe803d4d361ca27e5,30,237298,240129,0,14549032,99.86,
0xa37c75a9043e3e6c10ed2782f8204909923d3533,30,739562,973041,0,14549062,99.86,
0xfb6b7a70744a456c9e7735cbf07323d29c50b412,30,2264666,2290392,0,14549092,99.86,
0x3fd3adba69955f85bc34860b77a64c2c52c981ea,30,2408125,2815629,0,14549122,99.86,
0x00ac51df0a316c3c0eff927debd27bbaca8cb861,30,3077605,3391406,0,14549152,99.86,
0x00e4bbe87ab2133495d430529c9060e7457c9c5b,30,4005682,4049135,0,14549182,99.86,
0xc7cc16e7654237a968494ea3bf79bbb714775f1b,30,4046154,4212430,0,14549212,99.86,
0x2575188aa6fab4d7dd948544039b4231cf20badd,30,8088910,8122049,0,14549242,99.86,
0x4cfef0a00715760ed2b03c3782d07a4ea9a8dfdc,29,3747,283496,0,14549271,99.86,
0x72b04597570ca1bd15727a8a23d7df9d432530b1,29,10425,89620,0,14549300,99.86,
0xaa35779ef4dfbed0b3d6f46f5f11cb86261b17a5,29,26462,105906,0,14549329,99.86,
0xcec398605f84bc133c706a35b1047b4ed31e8d2e,29,30387,31896,0,14549358,99.86,
0x7aa3ec82cbe3a3837803f21c5dedfb74eec84c9c,29,33929,116161,0,14549387,99.86,
0x19e83223b783b5c6673c06b06e093de7e85f3f87,29,50359,144436,0,14549416,99.86,
0x27a2f708f13cfe24f8e5d6e8b7d8e971d2449ba0,29,79763,139593,0,14549445,99.86,
0x8d8a322f0957f9190ecc783d6ffbad6abc7b1836,29,100162,122821,0,14549474,99.86,
0xe6d67e3661e28ee2dfc1c68d5deea3c3bb880059,29,143531,265241,0,14549503,99.86,
0x15d8bfd1e92c413116f86f6603fbe4880204d049,29,225417,314361,0,14549532,99.86,
0x47d29264ab77e039da8c3a95eead53f16274c0a3,29,580340,1026306,0,14549561,99.86,
0xdfc1a59bebc7e71e749d8c4d0cd5940cc8ad9d4a,29,1101049,1118220,0,14549590,99.86,
0xa8f7fab5821c10ce8b4baaa64d1c3210208cfe2e,29,1716048,1760864,0,14549619,99.86,
0x26f331b5b9f60fdd8786f8ce7818dc2e7d0e0daa,29,2314331,3303268,0,14549648,99.86,
0x4d9891968b4b6b1721ab8a9467469691c136d791,29,4371853,4477630,0,14549677,99.86,
0xc03a4b4f05c94878535e74a54efa8981ca6ad3a5,29,4383541,4829344,0,14549706,99.86,
0xf84720b18c73150aab13f73f96af0dd9a83f4709,29,6051902,10151018,0,14549735,99.86,
0x000b800ab6000bc8e5c02423723bbb168720530a,29,6448409,10308906,0,14549764,99.86,
0xc102d67ff033403d9253790ea163d8f555a69d9e,29,14283975,14431553,0,14549793,99.86,
0xf0a3af9e925b07d1faa4ddf8bebfaa86b7b95e33,28,2074,1151707,0,14549821,99.86,
0xfeaa6f0a842422ddd202cf41d44eff708127136e,28,23356,310422,0,14549849,99.86,
0x841b562a690b0808405f6e3713e1efdbeba96021,28,32272,107903,0,14549877,99.86,
0xfa0d8956305edfbc2e00bee10be65876005267ac,28,36827,62250,0,14549905,99.86,
0x8590bce177d31043d8c0ac19f2cdd4fd5c99c816,28,38458,437536,0,14549933,99.86,
0x6866e5e1fabb4abcef3eeb9ea0d8cd6b52dfc9ff,28,58776,89628,0,14549961,99.86,
0x9cf253b20806e369059d8d8023f376b1ae248add,28,60158,194274,0,14549989,99.86,
0x723e05ff30e4ba7a87b4d7d459ee5b488a9c36d1,28,70245,94322,0,14550017,99.86,
0x55a712a07460b9f376e11858ba1b79d5ede7e2e3,28,100498,1239172,0,14550045,99.86,
0x4db50f830a2f6833d9d643be8c22b02c52072fde,28,122530,232565,0,14550073,99.86,
0x0f703fa33d4d3b0a55d7466bcdee8abfbb9c17d8,28,1101931,1873086,0,14550101,99.86,
0x4b0b2209824f022969ea20e26aedd53401ad95d9,28,1311594,1330675,0,14550129,99.86,
0x70817815879c0a76797e6a22fcfd5ec9f559b8f0,28,2958491,3043778,0,14550157,99.86,
0xc25b3364b86105d17fd4dfcdf4b006773d3864ff,28,4947292,6011859,0,14550185,99.86,
0x66be410479472f811a66312c3db7825de83b3129,27,5179,67247,0,14550212,99.86,
0x90891a4dae53428129e5e2044f4677213eccbb59,27,18583,64414,0,14550239,99.86,
0x305e8d20ca61ba9dd2dd18e1134e7cdb9a13f68d,27,24603,63350,0,14550266,99.86,
0xf65eac42da2c53d2a0e9bb399ddeda9b68c7885c,27,26660,48670,0,14550293,99.86,
0xc81bd6a76e6d506648d90b0720d00b5bdb30d399,27,52003,629947,0,14550320,99.86,
0xb553ea87675ef890a0318b068c2272d76c1c672c,27,72985,139517,0,14550347,99.87,
0x7f29439be23357d14c37dce107147014c08de111,27,113637,292765,0,14550374,99.87,
0x41332f2c694cf20904606100d35da0309684fc03,27,116197,261779,0,14550401,99.87,
0x5ce0b6862cce9162e87e0849e387cb5df4f9118c,27,132276,1959352,0,14550428,99.87,
0xd34cb76ddcb04a279db9cf035a42888d55052357,27,151351,429730,0,14550455,99.87,
0x5b61ff9302e322c35d3fdd7614614da7a0157365,27,258173,307778,0,14550482,99.87,
0xa4b7cf38be33aec7b567dbb1bfdecde14beab499,27,498795,557714,0,14550509,99.87,
0x5880e4fb798455135c3b892812bf0b4f7b3eac21,27,516589,883226,0,14550536,99.87,
0x5c9388f8fa33d121742dc9f9fe01d40c504c4571,27,1670935,1979935,0,14550563,99.87,
0xe66c225bbf2dba22a4c790a4b53bb60f59c62d71,27,1830758,2044016,0,14550590,99.87,
0xc63e21db6ce4986bb5f551a8d68527c4fc950195,27,9609080,9789228,0,14550617,99.87,
0x302546b1c2bea12016e7a51e7186fbc52208ddec,27,12921547,13816406,0,14550644,99.87,
0x2431b37ca9f516aad592a2aa4aca4f4532b78bff,27,13829259,14021725,0,14550671,99.87,
0x6a0806cca96c0600224de365f45b9e042c03e35b,27,14482611,14569405,0,14550698,99.87,
0x761c1c8c4d538e10dadeb2b226644c29caf0b73f,26,4166,30277,0,14550724,99.87,
0x6cebfb928f09afea77a627fbc716f446b0d2f667,26,5410,116335,0,14550750,99.87,
0x8ebb19d24f4b6798fdbd422b2d51b6451da06a3b,26,5563,27861,0,14550776,99.87,
0xaeb56b36489a264f801b3b329b7b6346719cbcd7,26,14187,33985,0,14550802,99.87,
0x06db13340f562261d079e4fa344802dde8340307,26,23359,64147,0,14550828,99.87,
0x61c9153ef813765660c25f6bd388915e77531b4c,26,25546,810434,0,14550854,99.87,
0x664b099b945b899aac84da69dd6d4eeb3d03c8a3,26,30802,64842,0,14550880,99.87,
0x0338116f55fed2f5ee9391c8624612dc9744d149,26,36031,68549,0,14550906,99.87,
0x67573f9d88ed6dc2049976ed05a90141840d5b5e,26,41610,244344,0,14550932,99.87,
0xcd39cbcf71ff4e9592f94db59db4ff45e34b174f,26,46296,49450,0,14550958,99.87,
0x46b92ea5c3e696bf123354dfcc564cbac1c90671,26,63825,86887,0,14550984,99.87,
0x7695876fea84db39e25504b5ed8015b8623a0458,26,93807,326305,0,14551010,99.87,
0x39c9385ab070024596556591cb344dff5d4401a2,26,163591,1761376,0,14551036,99.87,
0xbe86527714634c49f199099973cfe77f8498e85f,26,208159,501911,0,14551062,99.87,
0xcf684dfb8304729355b58315e8019b1aa2ad1bac,26,244755,1136794,0,14551088,99.87,
0x7ba42f81e7071edf13f50ecd2cdad673e0874402,26,278419,293225,0,14551114,99.87,
0x8228701df15ebf28ae33d206f53e0d3bf403a9d6,26,1290663,2418584,0,14551140,99.87,
0x22db5b3c92f20fb562bf45d86a88960652434f32,26,1300265,1916175,0,14551166,99.87,
0x5d85d776cbefdf99c4ccfd727994983fbdd0742f,26,1736744,3136835,0,14551192,99.87,
0xd7c71d70e612efdbd65f42c85d3b5e4d2cf69530,26,1960519,3086311,0,14551218,99.87,
0xe4d83b42fa10fdb38dfa3a35db6085074cf47125,26,2154850,2253581,0,14551244,99.87,
0xbac747e84d53e1a264bc4d03133b5800aa6c0d23,26,4772732,4794020,0,14551270,99.87,
0xca46c8f3f780c98a3a3360b0a655daeafe49cc8d,26,5620008,5884408,0,14551296,99.87,
0x0cac85577d3f1312a3e786e528fc0fe3c91f2bdd,26,12837535,12999402,0,14551322,99.87,
0xb910109b3b42d75369d4bec5a87bf5f98264a7c0,26,14274922,14566759,0,14551348,99.87,
0x637a26be53e619aacd2f69d5c6f9594576293cd8,25,3418,138321,0,14551373,99.87,
0xbf1190404ad7d103833bad0cd850a385b9a2d838,25,9401,38031,0,14551398,99.87,
0xf9b71212c93b1fea22c1409191c42e9cadcab851,25,12760,180244,0,14551423,99.87,
0x80618557521942001812b6689965bb92b59f95ae,25,16981,540661,0,14551448,99.87,
0x181f9acdf63abe5cc05917d3549bec724d756350,25,39352,894501,0,14551473,99.87,
0x4fb808254480c89d6ed63716ca6d160fe02be66c,25,41197,80447,0,14551498,99.87,
0xe997a23b159e2e2a5ce72333262972374b15425c,25,45367,118196,0,14551523,99.87,
0x72dcecdd4a7374231676f7fa910a678dfc7c98d6,25,52924,896128,0,14551548,99.87,
0x669e21faae75c83871214fca517f1083f9e93c66,25,74596,533909,0,14551573,99.87,
0xf9634a7ee627eef74f4d803113cd4f87e5162079,25,82964,88995,0,14551598,99.87,
0x86812ddbab732444dda27cad1f231c0dc156cd39,25,113391,234046,0,14551623,99.87,
0x1b29f1483232d2eaef8a5d535bc4b641d280f52a,25,155279,1121456,0,14551648,99.87,
0x11add22a79d5f32412853a3d159c63013d7c5f87,25,397679,1927611,0,14551673,99.87,
0x90fad1c12fae83a095f367db9438aa988d545411,25,886394,1083598,0,14551698,99.87,
0x4230ce59fcd01c81b782acc049169200d739231d,25,1068582,1320254,0,14551723,99.87,
0x0037a6b811ffeb6e072da21179d11b1406371c63,25,1767429,1912230,0,14551748,99.87,
0x322f3ef03a63b0681d35ad3273ff69d1ca8601ae,25,2234155,2426738,0,14551773,99.87,
0xa33ff39d026499efdd499553166385224cc29b5d,25,2342110,2711461,0,14551798,99.88,
0x007944eaf77e851e2fe68a4abc183579455b2c52,25,2598851,2687660,0,14551823,99.88,
0x00c2c2e7a6b66e9f2ebf9e040ae1f49a10079579,25,2693600,2857798,0,14551848,99.88,
0x0a80f5d73867403234c63a7f90a06a71285371e2,25,3523156,3568364,0,14551873,99.88,
0x6eb231d41a8f33df4bce885c5b450655d5390ce8,25,4643762,5742109,0,14551898,99.88,
0xf04fdc3b80f01630aa60448e4450b2bd837c9bbc,25,5445477,5616933,0,14551923,99.88,
0x825a97b927e2cc770b1c0fd3341aab150fbf23a5,25,7743242,11052748,0,14551948,99.88,
0x031ad097a5a0cc323731edfe55ea13806300ea57,25,8014190,8184153,0,14551973,99.88,
0x90d331f19e4ef54c4dc2710087ebd8536084a85a,24,277,1376,0,14551997,99.88,
0xf90b585a1e878ee18838b2688687e670bcf29d35,24,564,15498,0,14552021,99.88,
0x7c09fc7bf606786c2ffd57ffe7c84a0ffe275a36,24,1413,30129,0,14552045,99.88,
0x7892e574caddbb5e9491de9f26c1f2747f442eee,24,3278,164706,0,14552069,99.88,
0x911c819565da29661e97381cbde506acf7aabf65,24,4829,66428,0,14552093,99.88,
0x852b794c7f024f062f5f22436739478b8ec2e14b,24,5090,124429,0,14552117,99.88,
0x00ea19cfd3764eff21016a4e038850ac06f98d37,24,5640,25580,0,14552141,99.88,
0x9b7999611fd5eff3ef9a86653490c42e83ed4b8e,24,6792,57148,0,14552165,99.88,
0x03b35d960c861fe987c50380d76db9d6ae1fa510,24,7135,62791,0,14552189,99.88,
0x5017d122acb5f24e592caa271625689bb4146f34,24,12290,34132,0,14552213,99.88,
0xe037cf7624a74d24c09482fb0e6b78bcd43f1eec,24,15114,80120,0,14552237,99.88,
0x0a58b1c9aaf19693813c11b8a20d20c2a8fe8883,24,53998,105260,0,14552261,99.88,
0x354df79c1a79065d127852d3fec17d8ad69dae28,24,55268,116518,0,14552285,99.88,
0xff9a46e0358502f3ae5d7fabf50e71a067259a9a,24,73216,79538,0,14552309,99.88,
0xe4d416fd67ded90498b77081d3b03b3c46042562,24,146497,155823,0,14552333,99.88,
0x1cf83d71a529480214ff6b3c0504746b97e02f87,24,350087,500104,0,14552357,99.88,
0x2dbd27d0a784e4ebd5ce37789c395971b03a12c6,24,603012,628769,0,14552381,99.88,
0xbafc700525a810e8db26762acf35bdc11f239572,24,1964892,2495480,0,14552405,99.88,
0x4d807841d81b686081d1acb3b43ba1b126312cd6,24,2860125,3251915,0,14552429,99.88,
0x9b33013e48aaedd06ede25beaa50d4b9698dd9ce,24,11385739,11711023,0,14552453,99.88,
0xcc2bb96d7993a6a73093eabcb154cccf9d076a83,23,1764,53674,0,14552476,99.88,
0x75f9ad8f648129cb38e85d8ab3018af048e18f24,23,2039,106357,0,14552499,99.88,
0xa3a5853c5a829d9701177dbf4b0f73de3c95fa13,23,2555,71168,0,14552522,99.88,
0xa5ae41b379eed185cbf636352acba8a960946076,23,9183,91519,0,14552545,99.88,
0x8169967c3b58562a4d321cf820ad5c3605908f89,23,28616,33432,0,14552568,99.88,
0xc272293ad54739bf7aadd8924aa3d712d672eed1,23,37734,160637,0,14552591,99.88,
0x11584dd16b0224ef6b55051222a05fca23d3187e,23,48323,926093,0,14552614,99.88,
0xf07dbb9ee30d79d2f835fb8100cc4719862fc70f,23,68003,784476,0,14552637,99.88,
0x9827c93917a0c59899befba58d104a788782e1d4,23,87312,147373,0,14552660,99.88,
0x2095d52287e5272d654d7dd782ccb862aff4d37c,23,87417,222991,0,14552683,99.88,
0x0b9b56fbc12d4bf5c15a51e67144e161f6f0e7d2,23,238404,1305851,0,14552706,99.88,
0xcd8a042154fa1823fd2ff98cb64c5d8cae890bf1,23,308435,435446,0,14552729,99.88,
0x0506545f8a827f8dbb4572fa6ec8f75531c2141b,23,345503,353246,0,14552752,99.88,
0xe61f4c76b42c6643e644c6776a9f1922a00d42a4,23,458398,462362,0,14552775,99.88,
0x08cac8952641d8fc526ec1ab4f2df826a5e7710f,23,496557,1108375,0,14552798,99.88,
0xfa4b09491f18b89679991d978b1e5310530d25c1,23,1287694,1492968,0,14552821,99.88,
0x84c38beaaa1749e0592ec69ac35e71f6c0d4deae,23,1568430,1935759,0,14552844,99.88,
0xc57655b782afeef113dfc9b89e8f413b39238238,23,1657931,1739335,0,14552867,99.88,
0xe4922b4808358c7b933fc85c710bff47fb70754e,23,1792375,2276731,0,14552890,99.88,
0x12beb06a62a23407c626c2088fbcdc275aeaf86a,23,2325328,2636283,0,14552913,99.88,
0x3b198ddbbe667bb74efbcf9c3213fa9e25b3d488,23,2845603,2909388,0,14552936,99.88,
0x0051f312d9ee75f82fa4cb7db3afe45825727085,23,5421382,6116103,0,14552959,99.88,
0x74d5a000983d8c4a37041ad065abc09b5c9fe94d,23,7871137,7876726,0,14552982,99.88,
0x1fb13e4e0a238ddbd2d2a5ccdb5b5e9e6a728e1e,23,8281255,8311500,0,14553005,99.88,
0xe58294785d49c28e60222a9aacc2f14b68c0c860,23,11162683,11513511,0,14553028,99.88,
0xe92309ab921409280665f1177b899c8f82ef0692,23,12387877,12614649,0,14553051,99.88,
0x3530d69e92df48c5a9736cb4e07366be052f4181,23,12566728,12934854,0,14553074,99.88,
0xae8b1711934d97d8e9d76c238b79679b4399282d,23,14101393,14322263,0,14553097,99.88,
0x39495d90cd409eb8faf95d9d56903207c7913b07,23,14155546,14496100,0,14553120,99.88,
0x35e9fbb93fe57aedcbeb9cad2c480af0584995be,22,17879,180878,0,14553142,99.88,
0x67b3f11a0e02dbe28208d4f85528d08cd7c0aa75,22,68117,85685,0,14553164,99.88,
0xe84177931958510cc5763087936d7ef6ea373ef6,22,91043,420641,0,14553186,99.88,
0xa9524eb05354af504e52b2fd7ec967b7618963b2,22,94062,238020,0,14553208,99.88,
0x0dd48f729d5084545452a08f5e5ab412d7c2888a,22,240612,870068,0,14553230,99.88,
0xc3073bf515b49af0ee0a89c9fa5c138ba7d9926f,22,514773,517675,0,14553252,99.89,
0x5f55cdea05c52aeb257274a74e8238aa6f6325f4,22,731658,879721,0,14553274,99.89,
0xd7e5ed342dd112379afd2543a7a0f79667e38547,22,799511,972103,0,14553296,99.89,
0xb3c2cd7c7bfcf3d66a1ccf1ac7105f4e200b4cb8,22,1392249,1895374,0,14553318,99.89,
0xbdf038028b98db9c5419c3607bddc72bf8c83826,22,1470179,1820121,0,14553340,99.89,
0xecd9672fbd8ce8733c516818b50bc9d8d5f49e70,22,2104988,2494106,0,14553362,99.89,
0x7223efbf783eba259451a89e8e84c26611df8c4f,22,2204872,3114483,0,14553384,99.89,
0x1c1ca4d46efcfbe978b0f79598a5452b3fc2d964,22,2327847,2629657,0,14553406,99.89,
0x00c06929230560f642cd5285795efba116275768,22,2582511,2640754,0,14553428,99.89,
0x4a76bd8fab4c542f4e516bcd674a0b618750ef72,22,4797793,5279889,0,14553450,99.89,
0xaea6edcde9206a8c7f3e0505aab566e5e2f3085b,22,5282743,6256098,0,14553472,99.89,
0x493cfafc16a4c397cb4d5953786b9184a0f56f1e,22,6476110,6592904,0,14553494,99.89,
0xa90f72d6d08082fc3a40b52b163607ebdd778f79,22,8317545,8347194,0,14553516,99.89,
0x2ee1e714de14c0ddd7fa86a48207d71da8ae88bb,22,12944112,13324325,0,14553538,99.89,
0x7284b4a57e3793faaaaa90aee336dd7b4a531df0,21,4101,101285,0,14553559,99.89,
0x154230ed91d1e711e56b9c0f88b5ba5fd2b0503f,21,8066,68739,0,14553580,99.89,
0xd0c34376f4b5ae34e062c043f736f1304b153544,21,9724,88892,0,14553601,99.89,
0xf0e93902c82c20c953ba57d195e6c2987e6ba37f,21,22273,141606,0,14553622,99.89,
0x323cd41e4d4e74eb94ca49edccaab03f798a930a,21,23055,29688,0,14553643,99.89,
0x4ef5e475724b7c945a4bdbb1be68d76103ba9013,21,29151,56395,0,14553664,99.89,
0x8ab53580ad08bf9cdaa65748fb4d3fbbf4ae1fc5,21,29354,112239,0,14553685,99.89,
0x9258e9b67440f712b7ae120cb8233badcb1845ea,21,44491,305761,0,14553706,99.89,
0x8ef5f53d5b50584a031d68d0ab92493355d4edb0,21,49994,304568,0,14553727,99.89,
0xb3395f0a13448d9a660ac4ab2abbc61f555f3656,21,50247,134047,0,14553748,99.89,
0xdfaef2eee901dde3f2f790b3d81c491d2eeeaeb4,21,54043,131067,0,14553769,99.89,
0x0902ccd9e9ea1659837d8b4a5ea83c601f1f6744,21,55418,1377606,0,14553790,99.89,
0xe3002160debb2936e6ca494ed36f28056ed7aefd,21,58627,78697,0,14553811,99.89,
0x21d46e5e1c37d3fa2157a393fa444eafe63646fa,21,63044,94674,0,14553832,99.89,
0x38e8ac573f0718497b99b698bb6a6d4a25404300,21,64297,82715,0,14553853,99.89,
0xf9df7dcaa26c039bd675b008d4991b34717e0703,21,83646,92889,0,14553874,99.89,
0xd5adfcb174ca133e9349650e549fe6e2f3242b3a,21,93422,929275,0,14553895,99.89,
0x3f22c30d93826cd8fb8f7d5d9a2e154e3e9f85e8,21,230396,686753,0,14553916,99.89,
0x4d39ede00a735738d36d099b92090f02bfa678cb,21,1059194,1602090,0,14553937,99.89,
0x20c84f7167649452bfd72efd5b14af29d697558d,21,1088240,1771032,0,14553958,99.89,
0xf9f4af4af2bb44cc4b3f6ac3522b8425f0ba7c00,21,1115845,1191688,0,14553979,99.89,
0xe1de472f02535273fe13062b6da8e2a091afe43b,21,1446345,1933975,0,14554000,99.89,
0x1fd039cc9cf4fabd5461a34e9aeadf603be62b1d,21,1499114,2606598,0,14554021,99.89,
0xe92309b5737e75fe9b2d14e07a901efb7a1bcb68,21,2061607,2132860,0,14554042,99.89,
0x4e0badcecc4f75f8d625cdc7b9f6263d0e791d40,21,2501673,3269483,0,14554063,99.89,
0x863c3db11d4832bbd24ad59eb0db7e9c6abc9572,21,4092066,4872846,0,14554084,99.89,
0xe1567a4153f9e85436d676c25a0b00758b98a493,21,4108722,4130093,0,14554105,99.89,
0x842336e23dcc8fb4150455b5d21fc4053be60fa0,21,5861918,6850720,0,14554126,99.89,
0x093a0ed738b65ed34f2a37a2d44c5e3cd0d0dd45,21,8288864,8605884,0,14554147,99.89,
0x6a86bbe22d73cbf0df82ef96d78d99ce585e690c,21,12943657,12950911,0,14554168,99.89,
0x97a2b04809fd7dfa5c1d7b25e38aad46964330f5,20,4432,50580,0,14554188,99.89,
0x7d88fa5854968cdfed7b45ae75a9a63819c7dbe3,20,12016,93331,0,14554208,99.89,
0x1e58c2aad16fc9490212c9212d8680437e347fd6,20,14894,40959,0,14554228,99.89,
0x5867a8535faecca953bf0652e830b9c5701c6f5a,20,63827,81626,0,14554248,99.89,
0x513cc87fc09c7dedae9a780a66dc47ebee4b5c5a,20,79420,142039,0,14554268,99.89,
0xa2fe5faea931a4fd9cac31304072f3673770ed40,20,81022,366594,0,14554288,99.89,
0xc8224326e29ed30aeec1b70ec238a818169ecaba,20,82597,149119,0,14554308,99.89,
0xb06a53f2688b7a09c2524edfe2249ab60bfad0ed,20,94024,364155,0,14554328,99.89,
0x453168cec0ff5b8b56f18e51d1973c979dd32e52,20,94159,1328247,0,14554348,99.89,
0x753cfb07c9ec70945c8da428f37ba8a73ddb0989,20,269394,359869,0,14554368,99.89,
0x54bf3546f7f25b1280fec109eea0f52e5df85d71,20,471346,820206,0,14554388,99.89,
0xe37c9ece5d14e95dd60fa3b7785142a6768c54f4,20,561085,730688,0,14554408,99.89,
0x8020fed2f1fa8d11e983ed22c6aaf46278e43b59,20,570206,688191,0,14554428,99.89,
0xef9e147f3706ecf4c07aec284ce292b32c498e73,20,590791,806185,0,14554448,99.89,
0x5c9872fb1c5d2d1b58268631120a2b0922c525ab,20,903380,1162116,0,14554468,99.89,
0x0a4dc491c68307f2d9a67a336c85ac58007b46bb,20,979018,1250710,0,14554488,99.89,
0xb858dc4dbda8bbbce9676b85e5d8bf8abf04487a,20,1065744,1663302,0,14554508,99.89,
0xcc0d55cd297ee9757e8ef85409d4bf8c3be16cfb,20,1252648,1259237,0,14554528,99.89,
0x940e88bc5e42db757c551c635dec86361ccc576d,20,1427424,1942386,0,14554548,99.89,
0xd5e7d95f10aa432d3493b2b0f1bc78cf5c2990d6,20,1443868,1805568,0,14554568,99.89,
0x53d60b3cadddb1a5204bfa92470b4fad2a958fa1,20,1538944,1713923,0,14554588,99.89,
0xb60543b5c17b08edbfbc56630402d421658e980f,20,1655471,2621509,0,14554608,99.89,
0x0a860be5f8ccea2003d66a7fbc82162cf58d5e27,20,1818682,3673056,0,14554628,99.89,
0xf5812a6832ac8c4f394865bd3f1cccf7ef86a8fd,20,1840231,1952699,0,14554648,99.89,
0x9e53eeac949e403fc7b3e06540c98d94f1e40abf,20,1959995,1986617,0,14554668,99.89,
0x97dca9d586a9f339b0ffd66a25bb6d57557cdaa6,20,4609735,4844177,0,14554688,99.89,
0xb94b750e5f39301d1710a63566abc3299abe607f,20,6215859,6806090,0,14554708,99.9,
0x135609342b1233fd80de415827f093f71eb439c2,20,7856015,7863476,0,14554728,99.9,
0x197ef452241d7efed81e27601d0aeb49a140a64c,20,8067513,8077328,0,14554748,99.9,
0x7bd815ffeb835ff708dafb58ad51f74c193770dc,20,9960427,9976303,0,14554768,99.9,
0xd0d127824263b2723d820e28ada3fc91e442f527,20,11957282,12064276,0,14554788,99.9,
0xfc8430d9c04ddc8bb2b549ecf2f42b230e9375de,20,14053558,14182185,0,14554808,99.9,
0xe7bd49061d5d63f82dc8b569dca764ad0815ba27,19,926,45995,0,14554827,99.9,
0xde50f61a9a1176b7875050872c6baf0032e6f6ff,19,1837,55140,0,14554846,99.9,
0x47357d6e417202fbedc4d1d514976b6782880348,19,2432,995413,0,14554865,99.9,
0x4546decaf9769b47b9e8f9fb8ad380c16549c5ef,19,6345,965242,0,14554884,99.9,
0x4b678343de07a2bf1af9f443e3e0a505dcc830c0,19,9473,47510,0,14554903,99.9,
0xc6aab39538082c5f61bef748d7442ce50c0cb71e,19,21377,101535,0,14554922,99.9,
0x1d6c4f7d4438bd7e81d4fe153dd956bcabcff265,19,24205,76727,0,14554941,99.9,
0x7a89f3d28a18ab767d538baf88738c195795c4ce,19,31823,95994,0,14554960,99.9,
0x34c77d0da441612d3fe5860b7fa35be66d5084a3,19,42765,196500,0,14554979,99.9,
0x2c640e5e3de20deca76ee10c5fd6ecd074efb3e8,19,63966,123417,0,14554998,99.9,
0xd3e2f0f585c1bdf616a23e113223ba0d26865b01,19,84250,244034,0,14555017,99.9,
0x860ddd95d1612bd01edec7f22c2028c03350958b,19,126189,174403,0,14555036,99.9,
0xb251dce50860e60c0c831e2fcdd9830c02525c0a,19,361287,365374,0,14555055,99.9,
